Scylla requestN, Scylla Time [ns],Scylla Failed
1404,37998000,false
1405,36999300,false
1406,39000700,false
1407,34999000,false
1408,36994000,false
1409,38995400,false
1410,37010000,false
1411,37010000,false
1412,38994700,false
1413,40996100,false
1414,38994700,false
1415,38002000,false
1416,37002500,false
1417,37000900,false
1418,34999900,false
1419,36990800,false
1420,36990800,false
1421,37995700,false
1422,40001700,false
1423,36999000,false
1424,37995100,false
1425,39000000,false
1426,35999800,false
1427,34991700,false
1428,35999800,false
1429,38001000,false
1430,35994500,false
1431,36004600,false
1432,39998800,false
1433,39000400,false
1434,38995700,false
1435,38002100,false
1436,41998900,false
1437,38002100,false
1438,37004200,false
1439,35999900,false
1440,36998800,false
1441,36995700,false
1442,37994600,false
1443,37994600,false
1444,35997500,false
1445,40002100,false
1446,41000000,false
1447,37997600,false
1448,38002100,false
1449,38002100,false
1450,36996100,false
1451,36002100,false
1452,37004200,false
1453,36002100,false
1454,38004600,false
1455,38995700,false
1456,38995700,false
1457,39003200,false
1458,37001300,false
1459,37001300,false
1460,42000700,false
1461,40994700,false
1462,37001400,false
1463,39004600,false
1464,35998100,false
1465,35998100,false
1466,41006500,false
1467,35002000,false
1468,40000900,false
1469,37998900,false
1470,41000100,false
1471,38993900,false
1472,39992000,false
1473,34992400,false
1474,35992200,false
1475,37997300,false
1476,39998800,false
1477,35001300,false
1478,36000600,false
1479,37001100,false
1480,39996300,false
1481,41000400,false
1482,41000400,false
1483,39989700,false
1484,35995100,false
1485,34999000,false
1486,34999400,false
1487,34999400,false
1488,40000800,false
1489,37001500,false
1490,34997800,false
1491,40000800,false
1492,38995900,false
1493,35996100,false
1494,36997900,false
1495,35997900,false
1496,36997200,false
1497,35998800,false
1498,36997200,false
1499,36001200,false
1500,36997800,false
1501,36001200,false
1502,36002100,false
1503,33993100,false
1504,37004800,false
1505,39998600,false
1506,39002000,false
1507,34998300,false
1508,39003600,false
1509,41001400,false
1510,38992400,false
1511,38000400,false
1512,37995400,false
1513,40998400,false
1514,40998400,false
1515,43003400,false
1516,42999100,false
1517,44003400,false
1518,44998200,false
1519,45998300,false
1520,46002700,false
1521,47002200,false
1522,47997000,false
1523,45997900,false
1524,67002900,false
1525,74997100,false
1526,73999700,false
1527,73999700,false
1528,75999800,false
1529,75999800,false
1530,75999800,false
1531,74000000,false
1532,72996600,false
1533,75005800,false
1534,72006400,false
1535,75002000,false
1536,76999500,false
1537,73006000,false
1538,74003100,false
1539,74998900,false
1540,75999100,false
1541,77000900,false
1542,74003000,false
1543,77996300,false
1544,76996100,false
1545,76000300,false
1546,75997800,false
1547,74995100,false
1548,76001000,false
1549,75001800,false
1550,77003700,false
1551,76995000,false
1552,75995800,false
1553,72996400,false
1554,75999600,false
1555,77002400,false
1556,75003400,false
1557,76998000,false
1558,77996600,false
1559,79999800,false
1560,78000800,false
1561,78000800,false
1562,77000400,false
1563,76996600,false
1564,76996600,false
1565,76996600,false
1566,77993700,false
1567,76997400,false
1568,74997900,false
1569,76004100,false
1570,76004100,false
1571,78003600,false
1572,76004100,false
1573,76004700,false
1574,75004600,false
1575,78003700,false
1576,76003800,false
1577,75004100,false
1578,76001700,false
1579,76001700,false
1580,75002400,false
1581,75002400,false
1582,75999700,false
1583,76006200,false
1584,76006200,false
1585,76006200,false
1586,76002200,false
1587,76002200,false
1588,76005000,false
1589,76005000,false
1590,76005000,false
1591,75006700,false
1592,77000700,false
1593,75000600,false
1594,76002400,false
1595,74998100,false
1596,74998100,false
1597,75997400,false
1598,75001000,false
1599,75001000,false
1600,76000000,false
1601,76003600,false
1602,75000000,false
1603,75000000,false
1604,73002800,false
1605,75998900,false
1606,70999600,false
1607,70002300,false
1608,72005700,false
1609,75007800,false
1610,72005700,false
1611,72002200,false
1612,76001600,false
1613,72002200,false
1614,74999600,false
1615,68999100,false
1616,65001900,false
1617,62997700,false
1618,40996800,false
1619,65996500,false
1620,67002000,false
1621,67002000,false
1622,64003200,false
1623,65002700,false
1624,64998600,false
1625,34000800,false
1626,34000800,false
1627,31998400,false
1628,32998000,false
1629,36001900,false
1630,34003800,false
1631,38003200,false
1632,32001300,false
1633,33998000,false
1634,37003500,false
1635,33997300,false
1636,33997300,false
1637,39006600,false
1638,37008500,false
1639,34006000,false
1640,34006000,false
1641,34000500,false
1642,34000500,false
1643,33005100,false
1644,33000400,false
1645,32998000,false
1646,32998000,false
1647,32004000,false
1648,36002700,false
1649,36002700,false
1650,35003300,false
